area,rank,title
Image Retrieval,11,"DeepLab: Semantic Image Segmentation with Deep Convolutional Nets, Atrous Convolution, and Fully Connected CRFs"
Image Retrieval,12,Deep Residual Learning for Image Recognition
Image Retrieval,13,ParseNet: Looking Wider to See Better
Image Retrieval,14,Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs
Image Retrieval,15,The surprising impact of mask-head architecture on novel class segmentation
Image Retrieval,16,BEiT: BERT Pre-Training of Image Transformers
Image Retrieval,17,SegFormer: Simple and Efficient Design for Semantic Segmentation with Transformers
Image Retrieval,18,Learning to Segment Every Thing
Image Retrieval,19,PointRend: Image Segmentation as Rendering
Image Retrieval,20,TensorMask: A Foundation for Dense Object Segmentation
Image Retrieval,21,Panoptic Feature Pyramid Networks
Image Retrieval,22,Panoptic-DeepLab
Image Retrieval,23,Pointly-Supervised Instance Segmentation
Image Retrieval,24,Path Aggregation Network for Instance Segmentation
Image Retrieval,25,Seesaw Loss for Long-Tailed Instance Segmentation
Image Retrieval,26,FCOS: A simple and strong anchor-free object detector
Image Retrieval,27,DetectoRS: Detecting Objects with Recursive Feature Pyramid and Switchable Atrous Convolution
Image Retrieval,28,A novel Region of Interest Extraction Layer for Instance Segmentation
Image Retrieval,29,ResNeSt: Split-Attention Networks
Image Retrieval,30,CentripetalNet: Pursuing High-quality Keypoint Pairs for Object Detection
Image Retrieval,31,CBNet: A Novel Composite Backbone Network Architecture for Object Detection
Image Retrieval,32,Deep High-Resolution Representation Learning for Visual Recognition
Image Retrieval,33,MMDetection: Open MMLab Detection Toolbox and Benchmark
Image Retrieval,34,CARAFE: Content-Aware ReAssembly of FEatures
Image Retrieval,35,YOLACT: Real-time Instance Segmentation
Image Retrieval,36,Mask Scoring R-CNN
Image Retrieval,37,Hybrid Task Cascade for Instance Segmentation
Image Retrieval,38,"Deformable ConvNets v2: More Deformable, Better Results"
Image Retrieval,39,"How to train your ViT? Data, Augmentation, and Regularization in Vision Transformers"
Image Retrieval,40,XCiT: Cross-Covariance Image Transformers
Image Retrieval,41,Twins: Revisiting the Design of Spatial Attention in Vision Transformers
Image Retrieval,42,Co-Scale Conv-Attentional Image Transformers
Image Retrieval,43,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows
Image Retrieval,44,Scaling Local Self-Attention for Parameter Efficient Visual Backbones
Image Retrieval,45,LambdaNetworks: Modeling Long-Range Interactions Without Attention
Image Retrieval,46,RepVGG: Making VGG-style ConvNets Great Again
Image Retrieval,47,Evolving Normalization-Activation Layers
Image Retrieval,48,ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks
Image Retrieval,49,Bag of Tricks for Image Classification with Convolutional Neural Networks
Image Retrieval,50,Fully Convolutional Networks for Semantic Segmentation
Image Retrieval,51,FDA: Fourier Domain Adaptation for Semantic Segmentation
Image Retrieval,52,Unsupervised Learning of Object Keypoints for Perception and Control
Image Retrieval,53,Is Heuristic Sampling Necessary in Training Deep Object Detectors?
Image Retrieval,54,Video-to-Video Synthesis
Image Retrieval,55,Emerging Properties in Self-Supervised Vision Transformers
Image Retrieval,56,Rethinking ImageNet Pre-training
Image Retrieval,57,Learning Strict Identity Mappings in Deep Residual Networks
Image Retrieval,58,Self-Supervised Learning with Swin Transformers
Image Retrieval,59,High-Resolution Image Synthesis and Semantic Manipulation with Conditional GANs
Image Retrieval,60,Micro-Batch Training with Batch-Channel Normalization and Weight Standardization
Image Retrieval,61,U-Net: Convolutional Networks for Biomedical Image Segmentation
Image Retrieval,62,Lite-HRNet: A Lightweight High-Resolution Network
Image Retrieval,63,PaddleSeg: A High-Efficient Development Toolkit for Image Segmentation
Image Retrieval,64,Attention-guided Context Feature Pyramid Network for Object Detection
Image Retrieval,65,SOLOv2: Dynamic and Fast Instance Segmentation
Image Retrieval,66,SOLO: Segmenting Objects by Locations
Image Retrieval,67,HarDNet: A Low Memory Traffic Network
Image Retrieval,68,High-Resolution Representations for Labeling Pixels and Regions
Image Retrieval,69,FCOS: Fully Convolutional One-Stage Object Detection
Image Retrieval,70,Microsoft COCO: Common Objects in Context
Image Retrieval,71,Simple Training Strategies and Model Scaling for Object Detection
Image Retrieval,72,Simple Copy-Paste is a Strong Data Augmentation Method for Instance Segmentation
Image Retrieval,73,Rethinking Pre-training and Self-training
Image Retrieval,74,"Fashionpedia: Ontology, Segmentation, and an Attribute Localization Dataset"
Image Retrieval,75,ShapeMask: Learning to Segment Novel Objects by Refining Shape Priors
Image Retrieval,76,UNet++: A Nested U-Net Architecture for Medical Image Segmentation
Image Retrieval,77,Recalibrating Fully Convolutional Networks with Spatial and Channel 'Squeeze & Excitation' Blocks
Image Retrieval,78,Unified Perceptual Parsing for Scene Understanding
Image Retrieval,79,Semantic Understanding of Scenes through the ADE20K Dataset
Image Retrieval,80,YOLACT++: Better Real-time Instance Segmentation
Image Retrieval,81,Deformable Convolutional Networks
Image Retrieval,82,LinkNet: Exploiting Encoder Representations for Efficient Semantic Segmentation
Image Retrieval,83,PointNet: Deep Learning on Point Sets for 3D Classification and Segmentation
Image Retrieval,84,Learning to Refine Object Segments
Image Retrieval,85,Tencent ML-Images: A Large-Scale Multi-Label Image Database for Visual Representation Learning
Image Retrieval,86,Revisiting Unreasonable Effectiveness of Data in Deep Learning Era
Image Retrieval,87,EdgeFlow: Achieving Practical Interactive Segmentation with Edge-Guided Flow
Image Retrieval,88,Rethinking BiSeNet For Real-time Semantic Segmentation
Image Retrieval,89,Rethinking Semantic Segmentation from a Sequence-to-Sequence Perspective with Transformers
Image Retrieval,90,Improving Semantic Segmentation via Decoupled Body and Edge Supervision
Image Retrieval,91,Disentangled Non-Local Neural Networks
Image Retrieval,92,Hierarchical Multi-Scale Attention for Semantic Segmentation
Image Retrieval,93,UNet 3+: A Full-Scale Connected UNet for Medical Image Segmentation
Image Retrieval,94,BiSeNet V2: Bilateral Network with Guided Aggregation for Real-time Semantic Segmentation
Image Retrieval,95,"Panoptic-DeepLab: A Simple, Strong, and Fast Baseline for Bottom-Up Panoptic Segmentation"
Image Retrieval,96,Segmentation Transformer: Object-Contextual Representations for Semantic Segmentation
Image Retrieval,97,Asymmetric Non-local Neural Networks for Semantic Segmentation
Image Retrieval,98,Expectation-Maximization Attention Networks for Semantic Segmentation
Image Retrieval,99,Interlaced Sparse Self-Attention for Semantic Segmentation
Image Retrieval,100,Gated-SCNN: Gated Shape CNNs for Semantic Segmentation
Image Retrieval,101,Fast-SCNN: Fast Semantic Segmentation Network
Image Retrieval,102,Dual Attention Network for Scene Segmentation
Image Retrieval,103,Attention U-Net: Learning Where to Look for the Pancreas
Image Retrieval,104,CCNet: Criss-Cross Attention for Semantic Segmentation
Image Retrieval,105,OCNet: Object Context Network for Scene Parsing
Image Retrieval,106,PSANet: Point-wise Spatial Attention Network for Scene Parsing
Image Retrieval,107,Context Encoding for Semantic Segmentation
Image Retrieval,108,Efficient Attention: Attention with Linear Complexities
Image Retrieval,109,PP-LCNet: A Lightweight CPU Convolutional Neural Network
Image Retrieval,110,Beyond Self-Supervision: A Simple Yet Effective Network Distillation Alternative to Improve Backbones
Image Retrieval,111,HS-ResNet: Hierarchical-Split Block on Convolutional Neural Network
Image Retrieval,112,Rethinking Channel Dimensions for Efficient Model Design
Image Retrieval,113,GridMask Data Augmentation
Image Retrieval,114,Hide-and-Seek: A Data Augmentation Technique for Weakly-Supervised Localization and Beyond
Image Retrieval,115,Recovering Realistic Texture in Image Super-resolution by Deep Spatial Feature Transform
Image Retrieval,116,BoxInst: High-Performance Instance Segmentation with Box Annotations
Image Retrieval,117,Mask Encoding for Single Shot Instance Segmentation
Image Retrieval,118,Conditional Convolutions for Instance Segmentation
Image Retrieval,119,BlendMask: Top-Down Meets Bottom-Up for Instance Segmentation
Image Retrieval,120,Segmentation Loss Odyssey
Image Retrieval,121,UNETR: Transformers for 3D Medical Image Segmentation
Image Retrieval,122,Contextual Transformer Networks for Visual Recognition
Image Retrieval,123,EPSANet: An Efficient Pyramid Squeeze Attention Block on Convolutional Neural Network
Image Retrieval,124,RepMLP: Re-parameterizing Convolutions into Fully-connected Layers for Image Recognition
Image Retrieval,125,Beyond Self-attention: External Attention using Two Linear Layers for Visual Tasks
Image Retrieval,126,SA-Net: Shuffle Attention for Deep Convolutional Neural Networks
Image Retrieval,127,SEN12MS -- A Curated Dataset of Georeferenced Multi-Spectral Sentinel-1/2 Imagery for Deep Learning and Data Fusion
Image Retrieval,128,Improving Convolutional Networks With Self-Calibrated Convolutions
Image Retrieval,129,SINet: Extreme Lightweight Portrait Segmentation Networks with Spatial Squeeze Modules and Information Blocking Decoder
Image Retrieval,130,Feature Pyramid Encoding Network for Real-time Semantic Segmentation
Image Retrieval,131,DABNet: Depth-wise Asymmetric Bottleneck for Real-time Semantic Segmentation
Image Retrieval,132,ESNet: An Efficient Symmetric Network for Real-time Semantic Segmentation
Image Retrieval,133,DiCENet: Dimension-wise Convolutions for Efficient Networks
Image Retrieval,134,LEDNet: A Lightweight Encoder-Decoder Network for Real-Time Semantic Segmentation
Image Retrieval,135,An Energy and GPU-Computation Efficient Backbone Network for Real-Time Object Detection
Image Retrieval,136,"ESPNetv2: A Light-weight, Power Efficient, and General Purpose Convolutional Neural Network"
Image Retrieval,137,CGNet: A Light-weight Context Guided Network for Semantic Segmentation
Image Retrieval,138,Efficient Dense Modules of Asymmetric Convolution for Real-Time Semantic Segmentation
Image Retrieval,139,BiSeNet: Bilateral Segmentation Network for Real-time Semantic Segmentation
Image Retrieval,140,ContextNet: Exploring Context and Detail for Semantic Segmentation in Real-time
Image Retrieval,141,ERFNet: Efficient Residual Factorized ConvNet for Real-time Semantic Segmentation
Image Retrieval,142,Dilated Residual Networks
Image Retrieval,143,ICNet for Real-Time Semantic Segmentation on High-Resolution Images
Image Retrieval,144,ENet: A Deep Neural Network Architecture for Real-Time Semantic Segmentation
Image Retrieval,145,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation
Image Retrieval,146,Fully Convolutional Instance-aware Semantic Segmentation
Image Retrieval,147,Rich feature hierarchies for accurate object detection and semantic segmentation
Image Retrieval,148,PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space
Image Retrieval,149,Automated Design of Deep Learning Methods for Biomedical Image Segmentation
Image Retrieval,150,COCO-Stuff: Thing and Stuff Classes in Context
Image Retrieval,151,Co-Occurrent Features in Semantic Segmentation
Image Retrieval,152,Generating Masks from Boxes by Mining Spatio-Temporal Consistencies in Videos
Image Retrieval,153,Learning What to Learn for Video Object Segmentation
Image Retrieval,154,Towards End-to-End Lane Detection: an Instance Segmentation Approach
Image Retrieval,155,"DeepFashion2: A Versatile Benchmark for Detection, Pose Estimation, Segmentation and Re-Identification of Clothing Images"
Image Retrieval,156,Recurrent Residual Convolutional Neural Network based on U-Net (R2U-Net) for Medical Image Segmentation
Image Retrieval,157,Temporal RoI Align for Video Object Recognition
Image Retrieval,158,Polarized Self-Attention: Towards High-quality Pixel-wise Regression
Image Retrieval,159,VOLO: Vision Outlooker for Visual Recognition
Image Retrieval,160,3D Semantic Segmentation with Submanifold Sparse Convolutional Networks
